"Episode" "Title" "Restaurant" "Location" "Original Air Date"
"28" "9" "Retro" "Byways Café" "Portland, Oregon" "July 9, 2007"
"29" "10" "Worth the Trip" "Big Star Diner" "Bainbridge Island, Washington" "July 16, 2007"
"30" "10" "Worth the Trip" "Harold's Café" "Gaffney, South Carolina" "July 16, 2007"
"31" "10" "Worth the Trip" "Mo Gridder's BBQ" "Bronx, New York" "July 16, 2007"
"32" "11" "Diners A-Plenty" "Kelly's Diner" "Somerville, Massachusetts" "July 23, 2007"
"33" "11" "Diners A-Plenty" "Bay Way Diner" "Linden, New Jersey" "July 23, 2007"
"34" "11" "Diners A-Plenty" "Beacon Drive-In" "Spartanburg, South Carolina" "July 23, 2007"
"35" "12" "American Cookin'" "Rosie's Diner" "Rockford, Michigan" "July 30, 2007"
"36" "12" "American Cookin'" "Dari-ette Drive-In" "St. Paul, Minnesota" "July 30, 2007"
"37" "12" "American Cookin'" "The Russian River Pub" "Forestville, California" "July 30, 2007"
"38" "12" "American Cookin'" "Al's Breakfast" "Minneapolis, Minnesota" "July 30, 2007"
"210" "1" "Totally Fried" "Falafel's Drive-In" "San Jose, California" "October 1, 2007"
"310" "1" "Totally Fried" "Ramona Café" "Ramona, California" "October 1, 2007"
"410" "1" "Totally Fried" "Silk City Diner" "Philadelphia, Pennsylvania" "October 1, 2007"
"510" "2" "Route 66" "Emma Jean's Holland Burger Café" "Victorville, California" "October 8, 2007"
"610" "2" "Route 66" "The Rock Café" "Stroud, Oklahoma" "October 8, 2007"
"710" "2" "Route 66" "Café on the Route" "Baxter Springs, Kansas" "October 8, 2007"
"81" "3" "Seaside Eats" "Evelyn's Drive-In" "Tiverton, Rhode Island" "October 15, 2007"
"91" "3" "Seaside Eats" "Hodad's" "Ocean Beach, California" "October 15, 2007"
"101" "3" "Seaside Eats" "Keegan's Seafood Grille" "Indian Rocks Beach, Florida" "October 15, 2007"
"111" "4" "Local Flavors" "Clanton's Café" "Vinita, Oklahoma" "October 22, 2007"
"121" "4" "Local Flavors" "Mike's Chili Parlor" "Seattle, Washington" "October 22, 2007"
"131" "4" "Local Flavors" "Duarte's Tavern" "Pescadero, California" "October 22, 2007"
"141" "5" "Viewer's Choice" "Bobby's Hawaiian Style Restaurant" "Everett, Washington" "October 29, 2007"
"151" "5" "Viewer's Choice" "Ted Peters Famous Smoked Fish" "South Pasadena, Florida" "October 29, 2007"
"161" "5" "Viewer's Choice" "Psycho Suzie's Motor Lounge" "Minneapolis, Minnesota" "October 29, 2007"
"171" "6" "Real Deal BBQ" "Jay Bee's Bar-B-Que" "Gardena, California" "November 5, 2007"
"181" "6" "Real Deal BBQ" "Smoque" "Chicago, Illinois" "November 5, 2007"
"191" "6" "Real Deal BBQ" "BBQ Shack" "Paola, Kansas" "November 5, 2007"
"201" "7" "Talkin' Turkey" "Mike's City Diner" "Boston, Massachusetts" "November 10, 2007"
"211" "7" "Talkin' Turkey" "Willie Bird's Restaurant" "Santa Rosa, California" "November 10, 2007"
"221" "7" "Talkin' Turkey" "Alpine Steakhouse" "Sarasota, Florida" "November 10, 2007"
"231" "8" "One of a Kind" "JT Farnham's Seafood & Grill" "Essex, Massachusetts" "November 19, 2007"
"241" "8" "One of a Kind" "Joe's Gizzard City" "Potterville, Michigan" "November 19, 2007"
"251" "8" "One of a Kind" "Grubstake Diner" "San Francisco, California" "November 19, 2007"
"261" "8" "One of a Kind" "Los Tapatios" "San Jose, California" "November 19, 2007"
"271" "9" "Family Owned" "El Indio" "San Diego, California" "November 23, 2007"
"281" "9" "Family Owned" "Charlie's Diner" "Spencer, Massachusetts" "November 23, 2007"
"291" "9" "Family Owned" "Paradise Pup" "Des Plaines, Illinois" "November 23, 2007"
"301" "10" "Open 24/7" "Studio Diner" "San Diego, California" "January 13, 2008"
"311" "10" "Open 24/7" "White Palace Grill" "Chicago, Illinois" "January 13, 2008"
"321" "10" "Open 24/7" "The Dining Car" "Philadelphia, Pennsylvania" "January 13, 2008"
"331" "11" "Off the Hook Specials" "Schooner or Later" "Long Beach, California" "January 20, 2008"
"341" "11" "Off the Hook Specials" "Grinders Pizza" "Kansas City, Missouri" "January 20, 2008"
"351" "11" "Off the Hook Specials" "The Fly Trap" "Ferndale, Michigan" "January 20, 2008"
"361" "11" "Off the Hook Specials" "Galewood Cook Shack" "Chicago, Illinois" "January 20, 2008"
"371" "12" "Burgers, Rings and Fries" "Joe's Cable Car" "San Francisco, California" "January 21, 2008"
"381" "12" "Burgers, Rings and Fries" "The Nook" "St. Paul, Minnesota" "January 21, 2008"
"39" "12" "Burgers, Rings and Fries" "Krazy Jim's Blimpy Burger" "Ann Arbor, Michigan" "January 21, 2008"
"40" "13" "The New Jersey Diner Tour" "Mustache Bill's" "Barnegat Light, New Jersey" "January 28, 2008"
"41" "13" "The New Jersey Diner Tour" "Tick Tock Diner" "Clifton, New Jersey" "January 28, 2008"
"42" "13" "The New Jersey Diner Tour" "White Manna Hamburgers" "Hackensack, New Jersey" "January 28, 2008"
"43" "13" "The New Jersey Diner Tour" "The Ritz Diner" "Livingston, New Jersey" "January 28, 2008"
"44" "13" "The New Jersey Diner Tour" "Hightstown Diner" "Hightstown, New Jersey" "January 28, 2008"
"45" "13" "The New Jersey Diner Tour" "Skylark Diner" "Edison, New Jersey" "January 28, 2008"
"46" "13" "The New Jersey Diner Tour" "Jefferson Diner" "Lake Hopatcong, New Jersey" "January 28, 2008"
"212" "1" "Big Breakfast" "Brownstone Diner" "Jersey City, New Jersey" "March 10, 2008"
"312" "1" "Big Breakfast" "39th Street Mama's" "Kansas City, Missouri" "March 10, 2008"
"411" "1" "Big Breakfast" "Matt's Big Breakfast" "Phoenix, Arizona" "March 10, 2008"
"511" "2" "Like Mamma Made" "Roberto's Mexican Food" "Phoenix, Arizona" "March 17, 2008"
"611" "2" "Like Mamma Made" "Smokey Valley Truck Stop" "Olive Hill, Kentucky" "March 17, 2008"
"711" "2" "Like Mamma Made" "Sweetie Pie's" "St. Louis, Missouri" "March 17, 2008"
"82" "3" "Regional Favorites" "Charlie Parker's" "Springfield, Illinois" "March 24, 2008"
"92" "3" "Regional Favorites" "Tecolote Café" "Santa Fe, New Mexico" "March 24, 2008"
"102" "3" "Regional Favorites" "Virginia Diner" "Wakefield, Virginia" "March 24, 2008"
"112" "4" "Neighborhood Joints" "Thee Pitts Again" "Silverton, Colorado" "March 31, 2008"
"122" "4" "Neighborhood Joints" "Iron Barley" "St. Louis, Missouri" "March 31, 2008"
"132" "4" "Neighborhood Joints" "Daddypops" "Hatboro, Pennsylvania" "March 31, 2008"
"142" "4" "Neighborhood Joints" "The Village Café" "Richmond, Virginia" "March 31, 2008"
"152" "5" "A World of Flavors" "Chino Bandido" "Phoenix, Arizona" "April 7, 2008"
"162" "5" "A World of Flavors" "Marietta Diner" "Marietta, Georgia" "April 7, 2008"
"172" "5" "A World of Flavors" "YJ's Snack Bar" "Kansas City, Missouri" "April 7, 2008"
"182" "6" "Something Different" "Scully's Tavern" "Miami, Florida" "April 14, 2008"
"192" "6" "Something Different" "Dot's Back Inn" "Richmond, Virginia" "April 14, 2008"
"202" "6" "Something Different" "Hillbilly Hot Dogs" "Lesage, West Virginia" "April 14, 2008"
"213" "7" "American Classics" "11th Street Diner" "Miami Beach, Florida" "May 18, 2008"
"222" "7" "American Classics" "Bobo Drive-In" "Topeka, Kansas" "May 18, 2008"
"232" "7" "American Classics" "Little Tea Shop" "Memphis, Tennessee" "May 18, 2008"
"242" "8" "Real Deal Fast Food" "Panini Pete's" "Fairhope, Alabama" "May 19, 2008"
"252" "8" "Real Deal Fast Food" "Joe's Farm Grill" "Gilbert, Arizona" "May 19, 2008"
"262" "8" "Real Deal Fast Food" "Maria's Taco Express" "Austin, Texas" "May 19, 2008"
"272" "9" "The Memphis BBQ Tour" "Cozy Corner" "Memphis, Tennessee" "May 26, 2008"
"282" "9" "The Memphis BBQ Tour" "Leonard's BBQ" "Memphis, Tennessee" "May 26, 2008"
"292" "9" "The Memphis BBQ Tour" "Marlowe's Ribs" "Memphis, Tennessee" "May 26, 2008"
"302" "9" "The Memphis BBQ Tour" "Tom's Bar-B-Q" "Memphis, Tennessee" "May 26, 2008"
"313" "10" "Comfort Food" "Grampa's Bakery & Restaurant" "Dania Beach, Florida" "June 15, 2008"
"322" "10" "Comfort Food" "Blue Moon Café" "Baltimore, Maryland" "June 15, 2008"
"332" "10" "Comfort Food" "Central City Cafe" "Huntington, West Virginia" "June 15, 2008"
"342" "10" "Comfort Food" "Tip Top Café" "San Antonio, Texas" "June 15, 2008"
"352" "11" "Where The Locals Go" "Matthews Cafeteria" "Tucker, Georgia" "June 23, 2008"
"362" "11" "Where The Locals Go" "The Rivershack Tavern" "Jefferson, Louisiana" "June 23, 2008"
"372" "11" "Where The Locals Go" "Monte Carlo Steak House" "Albuquerque, New Mexico" "June 23, 2008"
"382" "12" "All Kinds of BBQ" "The Joint" "New Orleans, Louisiana" "June 30, 2008"
"391" "12" "All Kinds of BBQ" "The Shed" "Ocean Springs, Mississippi" "June 30, 2008"
"401" "12" "All Kinds of BBQ" "Texas Pride BBQ" "Adkins, Texas" "June 30, 2008"
"412" "13" "In the Family" "Benny's Seafood Restaurant" "South Miami, Florida" "July 7, 2008"
"421" "13" "In the Family" "Chaps Pit Beef" "Baltimore, Maryland" "July 7, 2008"
"431" "13" "In the Family" "Burger Bar" "Roy, Utah" "July 7, 2008"
"214" "1" "Brain Freeze" "Doumar's" "Norfolk, Virginia" "July 14, 2008"
"314" "1" "Brain Freeze" "Aunt Lena's Creamery" "Chandler, Arizona" "July 14, 2008"
"413" "1" "Brain Freeze" "The Creole Creamery" "New Orleans, Louisiana" "July 14, 2008"
"512" "2" "Diners You Sent Me To" "Town Talk Diner" "Minneapolis, Minnesota" "July 21, 2008"
"612" "2" "Diners You Sent Me To" "Blue Plate Diner" "Salt Lake City, Utah" "July 21, 2008"
"712" "2" "Diners You Sent Me To" "Broadway Diner" "Baltimore, Maryland" "July 21, 2008"
"83" "3" "Bar Food" "The Highlander" "Atlanta, Georgia" "July 28, 2008"
"93" "3" "Bar Food" "Gumbo Shack" "Fairhope, Alabama" "July 28, 2008"
"103" "3" "Bar Food" "Starlite Lounge" "Blawnox, Pennsylvania" "July 28, 2008"
"113" "4" "Burgers and Dogs" "The Wienery" "Minneapolis, Minnesota" "August 4, 2008"
"123" "4" "Burgers and Dogs" "Casino El Camino" "Austin, Texas" "August 4, 2008"
"133" "4" "Burgers and Dogs" "G&A Restaurant" "Baltimore, Maryland" "August 4, 2008"
"143" "5" "Where the Locals Eat" "Uncle Lou's" "Memphis, Tennessee" "August 11, 2008"
"153" "5" "Where the Locals Eat" "Captain Chuck A Mucks" "Rescue, Virginia" "August 11, 2008"
"163" "5" "Where the Locals Eat" "Dixie Quicks" "Omaha, Nebraska" "August 11, 2008"
"173" "6" "Totally Unexpected" "Cabbage Town Market" "Atlanta, Georgia" "August 18, 2008"
"183" "6" "Totally Unexpected" "The Cove" "San Antonio, Texas" "August 18, 2008"
"193" "6" "Totally Unexpected" "Bryant-Lake Bowl" "Minneapolis, Minnesota" "August 18, 2008"
"203" "7" "A Taste of Everywhere" "Jamaica Kitchen" "Kendale Lakes, Florida" "September 15, 2008"
"215" "7" "A Taste of Everywhere" "Crystal Restaurant" "Pittsburgh, Pennsylvania" "September 15, 2008"
"223" "7" "A Taste of Everywhere" "Red Iguana" "Salt Lake City, Utah" "September 15, 2008"
"233" "8" "Better Than Ever" "Colonnade" "Atlanta, Georgia" "September 22, 2008"
"243" "8" "Better Than Ever" "Manci's Antique Club" "Daphne, Alabama" "September 22, 2008"
"253" "8" "Better Than Ever" "Amato's" "Omaha, Nebraska" "September 22, 2008"
"263" "9" "Big Flavor" "Darwell's Café" "Long Beach, Mississippi" "September 29, 2008"
"273" "9" "Big Flavor" "Brick Oven Pizza" "Baltimore, Maryland" "September 29, 2008"
"283" "9" "Big Flavor" "Victor's 1959 Café" "Minneapolis, Minnesota" "September 29, 2008"
"293" "10" "Cookin' It Old School" "Nadine's Restaurant" "Pittsburgh, Pennsylvania" "October 6, 2008"
"303" "10" "Cookin' It Old School" "Casamento's Restaurant" "New Orleans, Louisiana" "October 6, 2008"
"315" "10" "Cookin' It Old School" "Big Mama's Kitchen & Catering" "Omaha, Nebraska" "October 6, 2008"
"323" "11" "Grabbin'a Sandwich" "Moochie's Meatballs & More" "Salt Lake City, Utah" "October 13, 2008"
"333" "11" "Grabbin'a Sandwich" "Cemitas Puebla" "Chicago, Illinois" "October 13, 2008"
"343" "11" "Grabbin'a Sandwich" "Tioli's Crazee Burger" "San Diego, California" "October 13, 2008"
"353" "12" "Traditional Dishes" "Donatelli's" "White Bear Lake, Minnesota" "November 3, 2008"
"363" "12" "Traditional Dishes" "Stoney Creek Inn" "Baltimore, Maryland" "November 3, 2008"
"373" "12" "Traditional Dishes" "Alcenia's" "Memphis, Tennessee" "November 3, 2008"
"383" "13" "Doin' Their Own Thing" "Lone Star Taqueria" "Salt Lake City, Utah" "November 10, 2008"
"392" "13" "Doin' Their Own Thing" "Modern Café" "Minneapolis, Minnesota" "November 10, 2008"
"402" "13" "Doin' Their Own Thing" "Brewburger's" "Omaha, Nebraska" "November 10, 2008"
"216" "1" "What’s For Breakfast" "Surrey’s Café" "New Orleans, Louisiana" "November 10, 2008"
"316" "1" "What’s For Breakfast" "Harry’s Roadhouse" "Santa Fe, New Mexico" "November 10, 2008"
"414" "1" "What’s For Breakfast" "Dor-Stop Restaurant" "Pittsburgh, Pennsylvania" "November 10, 2008"
"513" "2" "Real Deal Italian" "LoBello’s Spaghetti House" "Coraopolis, Pennsylvania" "November 17, 2008"
"613" "2" "Real Deal Italian" "Di Pasquale’s" "Baltimore, Maryland" "November 17, 2008"
"713" "2" "Real Deal Italian" "Pizzeria Luigi" "San Diego, California" "November 17, 2008"
"84" "3" "Not What You’d Expect" "Sophia’s Place" "Albuquerque, New Mexico" "November 24, 2008"
"94" "3" "Not What You’d Expect" "Magnolia Café" "Austin, Texas" "November 24, 2008"
"104" "3" "Not What You’d Expect" "Glenn’s Diner" "Chicago, Illinois" "November 24, 2008"
"114" "4" "Places You Sent Me" "Ruth’s Diner" "Salt Lake City, Utah" "December 1, 2008"
"124" "4" "Places You Sent Me" "O’Rourke’s Diner" "Middletown, Connecticut" "December 1, 2008"
"134" "4" "Places You Sent Me" "Parasol’s" "New Orleans, Louisiana" "December 1, 2008"
"144" "5" "Long Time Legends" "Tommy’s Joynt" "San Francisco, California" "January 5, 2009"
"154" "5" "Long Time Legends" "Joe Tess Place" "Omaha, Nebraska" "January 5, 2009"
"164" "5" "Long Time Legends" "Big Jim’s" "Pittsburgh, Pennsylvania" "January 5, 2009"
"174" "6" "Something from Everywhere" "Valencia Luncheria" "Norwalk, Connecticut" "January 12, 2009"
"184" "6" "Something from Everywhere" "The Original Vito & Nick’s Pizzeria" "Chicago, Illinois" "January 12, 2009"
"194" "6" "Something from Everywhere" "Emily’s Lebanese Delicatessen" "Minneapolis, Minnesota" "January 12, 2009"
"204" "7" "Neighborhood Favorites" "Pat’s BBQ" "Salt Lake City, Utah" "January 19, 2009"
"217" "7" "Neighborhood Favorites" "Blow Fly Inn" "Gulfport, Mississippi" "January 19, 2009"
"224" "7" "Neighborhood Favorites" "Tune-Up Café" "Santa Fe, New Mexico" "January 19, 2009"
"234" "8" "Just Like Yesterday" "Hob Nob Hill" "San Diego, California" "January 26, 2009"
"244" "8" "Just Like Yesterday" "The Silver Skillet" "Atlanta, Georgia" "January 26, 2009"
"254" "8" "Just Like Yesterday" "Tufano’s Vernon Park Tap" "Chicago, Illinois" "January 26, 2009"
"264" "9" "Return to Route 66" "Standard Diner" "Albuquerque, New Mexico" "February 2, 2009"
"274" "9" "Return to Route 66" "Dell Rhea's Chicken Basket" "Willowbrook, Illinois" "February 2, 2009"
"284" "9" "Return to Route 66" "Salsa Brava" "Flagstaff, Arizona" "February 2, 2009"
"294" "10" "Smokin' BBQ" "Green Mesquite" "Austin, Texas" "February 9. 2009"
"304" "10" "Smokin' BBQ" "Gorilla BBQ" "Pacifica, California" "February 9. 2009"
"317" "10" "Smokin' BBQ" "Wilson’s Holy Smoke BBQ" "Fairfield, Connecticut" "February 9. 2009"
"324" "11" "Regional Classics" "Cecilia’s Café" "Albuquerque, New Mexico" "February 16, 2009"
"334" "11" "Regional Classics" "Joey K’s Restaurant & Bar" "New Orleans, Louisiana" "February 16, 2009"
"344" "11" "Regional Classics" "Kelly O’s Diner" "Pittsburgh, Pennsylvania" "February 16, 2009"
"354" "12" "All Kinds of Fast Food" "Super Duper Weenie" "Fairfield, Connecticut" "March 16, 2009"
"364" "12" "All Kinds of Fast Food" "California Tacos" "Omaha, Nebraska" "March 16, 2009"
"374" "12" "All Kinds of Fast Food" "Bert’s Burger Bowl" "Santa Fe, New Mexico" "March 16, 2009"
"384" "13" "Family Favorites" "Giusti’s" "Walnut Grove, California" "March 23, 2009"
"393" "13" "Family Favorites" "Haus Murphy’s" "Glendale, Arizona" "March 23, 2009"
"403" "13" "Family Favorites" "Louie’s" "Dallas, Texas" "March 23, 2009"
"218" "1" "Funky Joints" "Bizzaro Café" "Seattle, Washington" "April 6, 2009"
"318" "1" "Funky Joints" "Chef Point Café" "Wautaga, Texas" "April 6, 2009"
"415" "1" "Funky Joints" "Jamie’s Bar & Grill" "Sacramento, California" "April 6, 2009"
"514" "2" "Their Own Way" "Bluewater Seafood Market & Grill" "San Diego, California" "April 13, 2009"
"614" "2" "Their Own Way" "Brandy’s Restaurant & Bakery" "Flagstaff, Arizona" "April 13, 2009"
"714" "2" "Their Own Way" "Kuma’s Corner" "Chicago, Illinois" "April 13, 2009"
"85" "3" "A Little Bit of Everywhere" "Bar Gernika" "Boise, Idaho" "April 20, 2009"
"95" "3" "A Little Bit of Everywhere" "Café Rolle" "Sacramento, California" "April 20, 2009"
"105" "3" "A Little Bit of Everywhere" "Havana Hideout" "Lake Worth, Florida" "April 20, 2009"
"115" "4" "A Burger, A Bowl and a Slice" "La Piazza Al Forno" "Glendale, Arizona" "April 27, 2009"
"125" "4" "A Burger, A Bowl and a Slice" "Slim’s Last Chance Chili Shack & Watering Hole" "Seattle, Washington" "April 27, 2009"
"135" "4" "A Burger, A Bowl and a Slice" "Twisted Root Beer Co." "Dallas, Texas" "April 27, 2009"
"145" "5" "Biscuits, Bagels and BLTs" "Arleta Library, Bakery & Café" "Portland, Oregon" "May 4, 2009"
"155" "5" "Biscuits, Bagels and BLTs" "Bubba’s Diner" "San Anselmo, California" "May 4, 2009"
"165" "5" "Biscuits, Bagels and BLTs" "Flakowitz of Boynton Bakery & Deli Restaurant" "Boynton Beach, Florida" "May 4, 2009"
"175" "6" "Who’Da Thunk It" "Backroad Pizza" "Santa Fe, New Mexico" "May 11, 2009"
"185" "6" "Who’Da Thunk It" "Jamaica Gates Caribbean Cuisine" "Arlington, Texas" "May 11, 2009"
"195" "6" "Who’Da Thunk It" "Chef Lou’s Westside Drive-In" "Boise, Idaho" "May 11, 2009"
"205" "7" "Go-To Joints" "Black Duck Café" "Westport, Connecticut" "May 25, 2009"
"219" "7" "Go-To Joints" "Otto’s Sausage Kitchen & Meat Market" "Portland, Oregon" "May 25, 2009"
"225" "7" "Go-To Joints" "Sol Food Puerto Rican Cuisine" "San Rafael, California" "May 25, 2009"
"235" "8" "Homestyle" "Giuseppe’s Restaurant" "Phoenix, Arizona" "June 1, 2009"
"245" "8" "Homestyle" "Southern Kitchen Restaurant" "Tacoma, Washington" "June 1, 2009"
"255" "8" "Homestyle" "Zia Diner & Angel Food Catering" "Santa Fe, New Mexico" "June 1, 2009"
"265" "9" "All Kinds of Classics" "Blue Marlin Fish House Restaurant" "North Miami Beach, Florida" "June 8, 2009"
"275" "9" "All Kinds of Classics" "Fred’s Texas Café" "Fort Worth, Texas" "June 8, 2009"
"285" "9" "All Kinds of Classics" "Pine State Biscuits" "Portland, Oregon" "June 8, 2009"
"295" "10" "All Over The Map" "Georgia Greek Restaurant & Deli" "Seattle, Washington" "June 15, 2009"
"305" "10" "All Over The Map" "Los Tacquitos Grill" "Phoenix, Arizona" "June 15, 2009"
"319" "10" "All Over The Map" "Rocco’s Café" "San Francisco, California" "June 15, 2009"
"325" "11" "Old Time Favorites" "Blueplate Lunch Counter & Soda Fountain" "Portland, Oregon" "June 22, 2009"
"335" "11" "Old Time Favorites" "Don’s Hilltop Kodiak Grill" "Boise, Idaho" "June 22, 2009"
"345" "11" "Old Time Favorites" "La Camoronera Restaurant & Fish Market" "Miami, Florida" "June 22, 2009"
"355" "12" "Comfort Cookin’" "Dottie’s True Blue Café" "San Francisco, California" "June 29, 2009"
"365" "12" "Comfort Cookin’" "Over Easy" "Phoenix, Arizona" "June 29, 2009"
"375" "12" "Comfort Cookin’" "Comet Café" "Milwaukee, Wisconsin" "June 29, 2009"
"385" "13" "Mama’s Cookin’" "Polka Restaurant & Catering" "Los Angeles, California" "July 27, 2009"
"394" "13" "Mama’s Cookin’" "Avila’s Café" "Dallas, Texas" "July 27, 2009"
"404" "13" "Mama’s Cookin’" "Mama E's" "Oklahoma City" "July 27, 2009"
"220" "1" "Upper Crust" "Bunk Sandwiches" "Portland, Oregon" "August 3, 2009"
"320" "1" "Upper Crust" "Sonny’s Famous Steak Hogies" "Hollywood, Florida" "August 3, 2009"
"416" "1" "Upper Crust" "The Depot American Diner" "Chicago, Illinois" "August 3, 2009"
"515" "2" "Burgers, Tacos & Dogs" "Lankford Grocery" "Houston, Texas" "August 10, 2009"
"615" "2" "Burgers, Tacos & Dogs" "Fab Hot Dogs" "Reseda, California" "August 10, 2009"
"715" "2" "Burgers, Tacos & Dogs" "Cempazuchi" "Milwaukee, Wisconsin" "August 10, 2009"
"86" "3" "Name That Cook" "Rick’s Press Room & Grill" "Meridian, Idaho" "August 17, 2009"
"96" "3" "Name That Cook" "Nic’s Grill" "Oklahoma City, Oklahoma" "August 17, 2009"
"106" "3" "Name That Cook" "Pam’s Kitchen" "Seattle, Washington" "August 17, 2009"
"116" "4" "Global Grub" "Prince Lebanese Grill" "Arlington, Texas" "August 24, 2009"
"126" "4" "Global Grub" "Tre Kronor" "Chicago, Illinois" "August 24, 2009"
"136" "4" "Global Grub" "La Texanita" "Santa Rosa, California" "August 24, 2009"
"146" "5" "Only At This Joint" "Podnah’s Pit Barbeque" "Portland, Oregon" "August 31, 2009"
"156" "5" "Only At This Joint" "Donnie Mac’s Trailer Park Cuisine" "Boise, Idaho" "August 31, 2009"
"166" "5" "Only At This Joint" "Whale’s Rib" "Deerfield Beach, Florida" "August 31, 2009"
"176" "6" "You Picked ‘Em" "Eischen’s Bar & Grill" "Okarche, Oklahoma" "September 7, 2009"
"186" "6" "You Picked ‘Em" "Mom’s Tamales" "Los Angeles, California" "September 7, 2009"
"196" "6" "You Picked ‘Em" "Kenny & Ziggy’s" "Houston, Texas" "September 7, 2009"
"206" "7" "You Can Say That Again" "Tap Tap Haitian Restaurant" "Miami Beach, Florida" "October 5, 2009"
"2110" "7" "You Can Say That Again" "Pok Pok" "Portland, Oregon" "October 5, 2009"
"226" "7" "You Can Say That Again" "Niko Niko’s" "Houston, Texas" "October 5, 2009"
"236" "8" "Barbequed, Baked & Brined" "Honky Tonk BBQ" "Chicago, Illinois" "October 12, 2009"
"246" "8" "Barbequed, Baked & Brined" "Pizzalchik" "Boise, Idaho" "October 12, 2009"
"256" "8" "Barbequed, Baked & Brined" "Lucky’s Café" "Cleveland, Ohio" "October 12, 2009"
"266" "9" "Blast from the Past" "Cattlemen's Steakhouse" "Oklahoma City, Oklahoma" "October 19, 2009"
"276" "9" "Blast from the Past" "Sam LaGrassa's" "Boston, Massachusetts" "October 19, 2009"
"286" "9" "Blast from the Past" "Nickel Diner" "Los Angeles, California" "October 19, 2009"
"296" "10" "Dives Worth a Drive" "Parkview Nightclub" "Cleveland, Ohio" "October 26, 2009"
"306" "10" "Dives Worth a Drive" "The Shanty" "Wadsworth, Illinois" "October 26, 2009"
"3110" "10" "Dives Worth a Drive" "Grover’s Bar & Grill" "East Amherst, New York" "October 26, 2009"
"326" "11" "Family Style" "Louis Family Restaurant" "Providence, Rhode Island" "November 2, 2009"
"336" "11" "Family Style" "Café Pita+" "Houston, Texas" "November 2, 2009"
"346" "11" "Family Style" "Mambos Café" "Glendale, California" "November 2, 2009"
"356" "12" "Diners Times Three" "The Little Depot Diner" "Peabody, Massachusetts" "November 9, 2009"
"366" "12" "Diners Times Three" "Santa Cruz Diner" "Santa Cruz, California" "November 9, 2009"
"376" "12" "Diners Times Three" "The Diner" "Norman, Oklahoma" "November 9, 2009"
"386" "13" "Legacies" "Lake Effect Diner" "Buffalo, New York" "November 16, 2009"
"395" "13" "Legacies" "Geraci’s Restaurant" "Cleveland, Ohio" "November 16, 2009"
"405" "13" "Legacies" "Morin’s Hometown Bar & Grill" "Attleboro, Massachusetts" "November 16, 2009"
"227" "1" "Burgers, Steaks & Chops" "Mr. Bartley’s Gourmet Burgers" "Cambridge, Massachusetts" "November 23, 2009"
"327" "1" "Burgers, Steaks & Chops" "T-Bone Tom’s Steakhouse" "Kemah, Texas" "November 23, 2009"
"417" "1" "Burgers, Steaks & Chops" "Tee Off Bar & Grill" "San Francisco, California" "November 23, 2009"
"516" "2" "Pizza, Pork & Paprikash" "Pizza Junction" "North Tonawanda, New York" "January 11, 2010"
